max_s11 min_s11 max_s22 min_s22 max_s12 min_s12 max_e11 min_e11 max_e22 min_e22 max_e12 min_e12
1.075862197875976562e+02 9.687209320068359375e+01 1.039972152709960938e+02 9.670314025878906250e+01 4.450242042541503906e+00 -3.865153312683105469e+00 1.075862197875976562e+02 9.687209320068359375e+01 1.039972152709960938e+02 9.670314025878906250e+01 4.450242042541503906e+00 -3.865153312683105469e+00
1.109093933105468750e+02 9.587177276611328125e+01 1.059549636840820312e+02 9.607678985595703125e+01 5.001504898071289062e+00 -4.498305320739746094e+00 1.109093933105468750e+02 9.587177276611328125e+01 1.059549636840820312e+02 9.607678985595703125e+01 5.001504898071289062e+00 -4.498305320739746094e+00
1.073590621948242188e+02 9.682256317138671875e+01 1.044779205322265625e+02 9.705472564697265625e+01 3.969958782196044922e+00 -4.385363101959228516e+00 1.073590621948242188e+02 9.682256317138671875e+01 1.044779205322265625e+02 9.705472564697265625e+01 3.969958782196044922e+00 -4.385363101959228516e+00
1.094312515258789062e+02 9.671794891357421875e+01 1.062741470336914062e+02 9.635738372802734375e+01 4.595428466796875000e+00 -4.239886283874511719e+00 1.094312515258789062e+02 9.671794891357421875e+01 1.062741470336914062e+02 9.635738372802734375e+01 4.595428466796875000e+00 -4.239886283874511719e+00
1.054408569335937500e+02 9.746228790283203125e+01 1.038606872558593750e+02 9.730788421630859375e+01 2.438957929611206055e+00 -2.597614526748657227e+00 1.054408569335937500e+02 9.746228790283203125e+01 1.038606872558593750e+02 9.730788421630859375e+01 2.438957929611206055e+00 -2.597614526748657227e+00
1.041403045654296875e+02 9.704638671875000000e+01 1.042204589843750000e+02 9.723635864257812500e+01 3.651103019714355469e+00 -2.955877780914306641e+00 1.041403045654296875e+02 9.704638671875000000e+01 1.042204589843750000e+02 9.723635864257812500e+01 3.651103019714355469e+00 -2.955877780914306641e+00
1.050046005249023438e+02 9.721321105957031250e+01 1.034078979492187500e+02 9.739056396484375000e+01 2.595772981643676758e+00 -2.878730058670043945e+00 1.050046005249023438e+02 9.721321105957031250e+01 1.034078979492187500e+02 9.739056396484375000e+01 2.595772981643676758e+00 -2.878730058670043945e+00
1.086436386108398438e+02 9.668166351318359375e+01 1.088694229125976562e+02 9.695954895019531250e+01 4.088004589080810547e+00 -2.972114324569702148e+00 1.086436386108398438e+02 9.668166351318359375e+01 1.088694229125976562e+02 9.695954895019531250e+01 4.088004589080810547e+00 -2.972114324569702148e+00
1.129627609252929688e+02 9.531150054931640625e+01 1.145166397094726562e+02 9.510806274414062500e+01 5.855225563049316406e+00 -6.271402359008789062e+00 1.129627609252929688e+02 9.531150054931640625e+01 1.145166397094726562e+02 9.510806274414062500e+01 5.855225563049316406e+00 -6.271402359008789062e+00
1.075609130859375000e+02 9.609825134277343750e+01 1.055884933471679688e+02 9.655676269531250000e+01 3.276843309402465820e+00 -4.746226787567138672e+00 1.075609130859375000e+02 9.609825134277343750e+01 1.055884933471679688e+02 9.655676269531250000e+01 3.276843309402465820e+00 -4.746226787567138672e+00
1.033533020019531250e+02 9.722908020019531250e+01 1.042211532592773438e+02 9.722196197509765625e+01 2.583340167999267578e+00 -2.964998006820678711e+00 1.033533020019531250e+02 9.722908020019531250e+01 1.042211532592773438e+02 9.722196197509765625e+01 2.583340167999267578e+00 -2.964998006820678711e+00
1.122758712768554688e+02 9.512697601318359375e+01 1.064049377441406250e+02 9.619748687744140625e+01 3.505805253982543945e+00 -5.882912635803222656e+00 1.122758712768554688e+02 9.512697601318359375e+01 1.064049377441406250e+02 9.619748687744140625e+01 3.505805253982543945e+00 -5.882912635803222656e+00
1.045962448120117188e+02 9.670604705810546875e+01 1.091129684448242188e+02 9.632947540283203125e+01 3.648805856704711914e+00 -2.812402009963989258e+00 1.045962448120117188e+02 9.670604705810546875e+01 1.091129684448242188e+02 9.632947540283203125e+01 3.648805856704711914e+00 -2.812402009963989258e+00
1.043342971801757812e+02 9.724685668945312500e+01 1.078014907836914062e+02 9.705886840820312500e+01 3.671467304229736328e+00 -2.577727556228637695e+00 1.043342971801757812e+02 9.724685668945312500e+01 1.078014907836914062e+02 9.705886840820312500e+01 3.671467304229736328e+00 -2.577727556228637695e+00
1.124138259887695312e+02 9.622132873535156250e+01 1.061688156127929688e+02 9.599687194824218750e+01 4.488332748413085938e+00 -4.612914562225341797e+00 1.124138259887695312e+02 9.622132873535156250e+01 1.061688156127929688e+02 9.599687194824218750e+01 4.488332748413085938e+00 -4.612914562225341797e+00
1.054059371948242188e+02 9.725460815429687500e+01 1.082875366210937500e+02 9.655442810058593750e+01 3.935534000396728516e+00 -2.654646635055541992e+00 1.054059371948242188e+02 9.725460815429687500e+01 1.082875366210937500e+02 9.655442810058593750e+01 3.935534000396728516e+00 -2.654646635055541992e+00
1.050534133911132812e+02 9.684525299072265625e+01 1.084966659545898438e+02 9.622672271728515625e+01 3.108833551406860352e+00 -5.045397758483886719e+00 1.050534133911132812e+02 9.684525299072265625e+01 1.084966659545898438e+02 9.622672271728515625e+01 3.108833551406860352e+00 -5.045397758483886719e+00
1.086664047241210938e+02 9.678837585449218750e+01 1.043491134643554688e+02 9.667805480957031250e+01 3.143661022186279297e+00 -3.967348575592041016e+00 1.086664047241210938e+02 9.678837585449218750e+01 1.043491134643554688e+02 9.667805480957031250e+01 3.143661022186279297e+00 -3.967348575592041016e+00
1.040754699707031250e+02 9.708950805664062500e+01 1.035335464477539062e+02 9.712194824218750000e+01 2.642960309982299805e+00 -2.643179416656494141e+00 1.040754699707031250e+02 9.708950805664062500e+01 1.035335464477539062e+02 9.712194824218750000e+01 2.642960309982299805e+00 -2.643179416656494141e+00
1.100826416015625000e+02 9.666188049316406250e+01 1.122776107788085938e+02 9.619560241699218750e+01 6.571603775024414062e+00 -3.447896003723144531e+00 1.100826416015625000e+02 9.666188049316406250e+01 1.122776107788085938e+02 9.619560241699218750e+01 6.571603775024414062e+00 -3.447896003723144531e+00
1.042789306640625000e+02 9.721014404296875000e+01 1.093671569824218750e+02 9.660610961914062500e+01 2.940565109252929688e+00 -3.210249662399291992e+00 1.042789306640625000e+02 9.721014404296875000e+01 1.093671569824218750e+02 9.660610961914062500e+01 2.940565109252929688e+00 -3.210249662399291992e+00
1.064981918334960938e+02 9.613259124755859375e+01 1.049251708984375000e+02 9.650487518310546875e+01 2.876406908035278320e+00 -3.567684650421142578e+00 1.064981918334960938e+02 9.613259124755859375e+01 1.049251708984375000e+02 9.650487518310546875e+01 2.876406908035278320e+00 -3.567684650421142578e+00
1.090081176757812500e+02 9.568606567382812500e+01 1.058403930664062500e+02 9.630154418945312500e+01 4.802955150604248047e+00 -4.113794326782226562e+00 1.090081176757812500e+02 9.568606567382812500e+01 1.058403930664062500e+02 9.630154418945312500e+01 4.802955150604248047e+00 -4.113794326782226562e+00
1.044056549072265625e+02 9.683367919921875000e+01 1.054914703369140625e+02 9.680277252197265625e+01 2.793397188186645508e+00 -2.872352600097656250e+00 1.044056549072265625e+02 9.683367919921875000e+01 1.054914703369140625e+02 9.680277252197265625e+01 2.793397188186645508e+00 -2.872352600097656250e+00
1.064360427856445312e+02 9.634339141845703125e+01 1.095648117065429688e+02 9.564089202880859375e+01 5.231790542602539062e+00 -5.195304870605468750e+00 1.064360427856445312e+02 9.634339141845703125e+01 1.095648117065429688e+02 9.564089202880859375e+01 5.231790542602539062e+00 -5.195304870605468750e+00
1.154959182739257812e+02 9.559715270996093750e+01 1.129732589721679688e+02 9.533484649658203125e+01 8.051025390625000000e+00 -4.257244110107421875e+00 1.154959182739257812e+02 9.559715270996093750e+01 1.129732589721679688e+02 9.533484649658203125e+01 8.051025390625000000e+00 -4.257244110107421875e+00
1.039635238647460938e+02 9.704814147949218750e+01 1.038803710937500000e+02 9.715410614013671875e+01 2.973300695419311523e+00 -2.771070718765258789e+00 1.039635238647460938e+02 9.704814147949218750e+01 1.038803710937500000e+02 9.715410614013671875e+01 2.973300695419311523e+00 -2.771070718765258789e+00
1.038443450927734375e+02 9.744309997558593750e+01 1.037631912231445312e+02 9.754631042480468750e+01 2.382607698440551758e+00 -2.373887062072753906e+00 1.038443450927734375e+02 9.744309997558593750e+01 1.037631912231445312e+02 9.754631042480468750e+01 2.382607698440551758e+00 -2.373887062072753906e+00
1.071081085205078125e+02 9.633890533447265625e+01 1.135995483398437500e+02 9.573478698730468750e+01 3.083898544311523438e+00 -5.970218181610107422e+00 1.071081085205078125e+02 9.633890533447265625e+01 1.135995483398437500e+02 9.573478698730468750e+01 3.083898544311523438e+00 -5.970218181610107422e+00
1.037902526855468750e+02 9.750946807861328125e+01 1.036778564453125000e+02 9.743021392822265625e+01 2.627850055694580078e+00 -2.428532600402832031e+00 1.037902526855468750e+02 9.750946807861328125e+01 1.036778564453125000e+02 9.743021392822265625e+01 2.627850055694580078e+00 -2.428532600402832031e+00
1.089932861328125000e+02 9.629486083984375000e+01 1.073665390014648438e+02 9.688710784912109375e+01 4.478871345520019531e+00 -4.024721145629882812e+00 1.089932861328125000e+02 9.629486083984375000e+01 1.073665390014648438e+02 9.688710784912109375e+01 4.478871345520019531e+00 -4.024721145629882812e+00
1.157235641479492188e+02 9.594720458984375000e+01 1.055139846801757812e+02 9.559018707275390625e+01 4.250673770904541016e+00 -3.369506597518920898e+00 1.157235641479492188e+02 9.594720458984375000e+01 1.055139846801757812e+02 9.559018707275390625e+01 4.250673770904541016e+00 -3.369506597518920898e+00
1.124154663085937500e+02 9.542047882080078125e+01 1.118205642700195312e+02 9.531569671630859375e+01 7.085625171661376953e+00 -5.175005912780761719e+00 1.124154663085937500e+02 9.542047882080078125e+01 1.118205642700195312e+02 9.531569671630859375e+01 7.085625171661376953e+00 -5.175005912780761719e+00
1.096879348754882812e+02 9.567382812500000000e+01 1.119419326782226562e+02 9.552376556396484375e+01 4.864568710327148438e+00 -5.866041183471679688e+00 1.096879348754882812e+02 9.567382812500000000e+01 1.119419326782226562e+02 9.552376556396484375e+01 4.864568710327148438e+00 -5.866041183471679688e+00
1.066834564208984375e+02 9.695585632324218750e+01 1.046719055175781250e+02 9.708974456787109375e+01 3.607932567596435547e+00 -3.998322725296020508e+00 1.066834564208984375e+02 9.695585632324218750e+01 1.046719055175781250e+02 9.708974456787109375e+01 3.607932567596435547e+00 -3.998322725296020508e+00
1.119671936035156250e+02 9.589498138427734375e+01 1.065693893432617188e+02 9.632501983642578125e+01 4.374256610870361328e+00 -3.832467794418334961e+00 1.119671936035156250e+02 9.589498138427734375e+01 1.065693893432617188e+02 9.632501983642578125e+01 4.374256610870361328e+00 -3.832467794418334961e+00
1.053703842163085938e+02 9.688239288330078125e+01 1.063820037841796875e+02 9.670637512207031250e+01 3.454538345336914062e+00 -3.717390537261962891e+00 1.053703842163085938e+02 9.688239288330078125e+01 1.063820037841796875e+02 9.670637512207031250e+01 3.454538345336914062e+00 -3.717390537261962891e+00
1.079944763183593750e+02 9.634801483154296875e+01 1.079124069213867188e+02 9.618641662597656250e+01 4.024810314178466797e+00 -3.073825120925903320e+00 1.079944763183593750e+02 9.634801483154296875e+01 1.079124069213867188e+02 9.618641662597656250e+01 4.024810314178466797e+00 -3.073825120925903320e+00
1.091550979614257812e+02 9.623227691650390625e+01 1.084517974853515625e+02 9.503581237792968750e+01 4.462747573852539062e+00 -4.972707271575927734e+00 1.091550979614257812e+02 9.623227691650390625e+01 1.084517974853515625e+02 9.503581237792968750e+01 4.462747573852539062e+00 -4.972707271575927734e+00
1.037999801635742188e+02 9.695767974853515625e+01 1.041525802612304688e+02 9.712323760986328125e+01 2.725407600402832031e+00 -2.892940044403076172e+00 1.037999801635742188e+02 9.695767974853515625e+01 1.041525802612304688e+02 9.712323760986328125e+01 2.725407600402832031e+00 -2.892940044403076172e+00
1.057044906616210938e+02 9.617189025878906250e+01 1.120495758056640625e+02 9.558978271484375000e+01 5.113391399383544922e+00 -4.834931373596191406e+00 1.057044906616210938e+02 9.617189025878906250e+01 1.120495758056640625e+02 9.558978271484375000e+01 5.113391399383544922e+00 -4.834931373596191406e+00
1.080217895507812500e+02 9.674160003662109375e+01 1.108917541503906250e+02 9.633822631835937500e+01 5.099742412567138672e+00 -3.310712337493896484e+00 1.080217895507812500e+02 9.674160003662109375e+01 1.108917541503906250e+02 9.633822631835937500e+01 5.099742412567138672e+00 -3.310712337493896484e+00
1.087399902343750000e+02 9.647791290283203125e+01 1.130950851440429688e+02 9.579089355468750000e+01 6.593055248260498047e+00 -3.074126482009887695e+00 1.087399902343750000e+02 9.647791290283203125e+01 1.130950851440429688e+02 9.579089355468750000e+01 6.593055248260498047e+00 -3.074126482009887695e+00
1.137818832397460938e+02 9.554343414306640625e+01 1.076201248168945312e+02 9.653330230712890625e+01 3.071689605712890625e+00 -5.656311035156250000e+00 1.137818832397460938e+02 9.554343414306640625e+01 1.076201248168945312e+02 9.653330230712890625e+01 3.071689605712890625e+00 -5.656311035156250000e+00
1.160927429199218750e+02 9.543501281738281250e+01 1.081076126098632812e+02 9.584783172607421875e+01 5.160953998565673828e+00 -4.711286067962646484e+00 1.160927429199218750e+02 9.543501281738281250e+01 1.081076126098632812e+02 9.584783172607421875e+01 5.160953998565673828e+00 -4.711286067962646484e+00
1.117582626342773438e+02 9.621264648437500000e+01 1.060082778930664062e+02 9.706958007812500000e+01 4.840573310852050781e+00 -3.314897298812866211e+00 1.117582626342773438e+02 9.621264648437500000e+01 1.060082778930664062e+02 9.706958007812500000e+01 4.840573310852050781e+00 -3.314897298812866211e+00
1.044338912963867188e+02 9.696865844726562500e+01 1.090838851928710938e+02 9.684785461425781250e+01 2.624411344528198242e+00 -3.008066654205322266e+00 1.044338912963867188e+02 9.696865844726562500e+01 1.090838851928710938e+02 9.684785461425781250e+01 2.624411344528198242e+00 -3.008066654205322266e+00
1.074062118530273438e+02 9.613511657714843750e+01 1.047148742675781250e+02 9.620639038085937500e+01 3.982609510421752930e+00 -3.989820003509521484e+00 1.074062118530273438e+02 9.613511657714843750e+01 1.047148742675781250e+02 9.620639038085937500e+01 3.982609510421752930e+00 -3.989820003509521484e+00
1.096591567993164062e+02 9.692340850830078125e+01 1.060237503051757812e+02 9.654153442382812500e+01 4.174571990966796875e+00 -3.827490568161010742e+00 1.096591567993164062e+02 9.692340850830078125e+01 1.060237503051757812e+02 9.654153442382812500e+01 4.174571990966796875e+00 -3.827490568161010742e+00
1.040776901245117188e+02 9.651462554931640625e+01 1.055776977539062500e+02 9.655640411376953125e+01 3.228596210479736328e+00 -3.404487133026123047e+00 1.040776901245117188e+02 9.651462554931640625e+01 1.055776977539062500e+02 9.655640411376953125e+01 3.228596210479736328e+00 -3.404487133026123047e+00
1.072237243652343750e+02 9.653475952148437500e+01 1.050815124511718750e+02 9.687139892578125000e+01 4.377703189849853516e+00 -3.462014198303222656e+00 1.072237243652343750e+02 9.653475952148437500e+01 1.050815124511718750e+02 9.687139892578125000e+01 4.377703189849853516e+00 -3.462014198303222656e+00
1.106522140502929688e+02 9.678346252441406250e+01 1.037950820922851562e+02 9.670966339111328125e+01 3.437336683273315430e+00 -2.508018255233764648e+00 1.106522140502929688e+02 9.678346252441406250e+01 1.037950820922851562e+02 9.670966339111328125e+01 3.437336683273315430e+00 -2.508018255233764648e+00
1.048711929321289062e+02 9.660969543457031250e+01 1.050902862548828125e+02 9.673174285888671875e+01 3.887410640716552734e+00 -3.374623060226440430e+00 1.048711929321289062e+02 9.660969543457031250e+01 1.050902862548828125e+02 9.673174285888671875e+01 3.887410640716552734e+00 -3.374623060226440430e+00
1.034785919189453125e+02 9.703151702880859375e+01 1.037389526367187500e+02 9.695236206054687500e+01 2.784348487854003906e+00 -2.749914407730102539e+00 1.034785919189453125e+02 9.703151702880859375e+01 1.037389526367187500e+02 9.695236206054687500e+01 2.784348487854003906e+00 -2.749914407730102539e+00
1.066686477661132812e+02 9.716085052490234375e+01 1.055594100952148438e+02 9.689840698242187500e+01 2.769266843795776367e+00 -4.544627189636230469e+00 1.066686477661132812e+02 9.716085052490234375e+01 1.055594100952148438e+02 9.689840698242187500e+01 2.769266843795776367e+00 -4.544627189636230469e+00
1.128309020996093750e+02 9.622690582275390625e+01 1.080425338745117188e+02 9.645798492431640625e+01 3.768997907638549805e+00 -3.090037822723388672e+00 1.128309020996093750e+02 9.622690582275390625e+01 1.080425338745117188e+02 9.645798492431640625e+01 3.768997907638549805e+00 -3.090037822723388672e+00
1.058842086791992188e+02 9.705313873291015625e+01 1.058396530151367188e+02 9.711434936523437500e+01 4.555332183837890625e+00 -3.054338216781616211e+00 1.058842086791992188e+02 9.705313873291015625e+01 1.058396530151367188e+02 9.711434936523437500e+01 4.555332183837890625e+00 -3.054338216781616211e+00
1.090699539184570312e+02 9.646290588378906250e+01 1.054531173706054688e+02 9.491957092285156250e+01 3.408786296844482422e+00 -3.052957296371459961e+00 1.090699539184570312e+02 9.646290588378906250e+01 1.054531173706054688e+02 9.491957092285156250e+01 3.408786296844482422e+00 -3.052957296371459961e+00
1.109333877563476562e+02 9.696218872070312500e+01 1.039720153808593750e+02 9.736804962158203125e+01 2.948135375976562500e+00 -3.179888963699340820e+00 1.109333877563476562e+02 9.696218872070312500e+01 1.039720153808593750e+02 9.736804962158203125e+01 2.948135375976562500e+00 -3.179888963699340820e+00
1.048107528686523438e+02 9.707090759277343750e+01 1.034042129516601562e+02 9.721924591064453125e+01 2.623390197753906250e+00 -2.728691816329956055e+00 1.048107528686523438e+02 9.707090759277343750e+01 1.034042129516601562e+02 9.721924591064453125e+01 2.623390197753906250e+00 -2.728691816329956055e+00
1.057820053100585938e+02 9.669572448730468750e+01 1.122787322998046875e+02 9.641944885253906250e+01 5.559319496154785156e+00 -2.930948972702026367e+00 1.057820053100585938e+02 9.669572448730468750e+01 1.122787322998046875e+02 9.641944885253906250e+01 5.559319496154785156e+00 -2.930948972702026367e+00
1.059971923828125000e+02 9.667936706542968750e+01 1.055914154052734375e+02 9.633570861816406250e+01 2.989122390747070312e+00 -4.127944469451904297e+00 1.059971923828125000e+02 9.667936706542968750e+01 1.055914154052734375e+02 9.633570861816406250e+01 2.989122390747070312e+00 -4.127944469451904297e+00
1.066047744750976562e+02 9.657702636718750000e+01 1.116918258666992188e+02 9.601810455322265625e+01 4.572004318237304688e+00 -5.618295192718505859e+00 1.066047744750976562e+02 9.657702636718750000e+01 1.116918258666992188e+02 9.601810455322265625e+01 4.572004318237304688e+00 -5.618295192718505859e+00
1.047320327758789062e+02 9.676440429687500000e+01 1.072828369140625000e+02 9.644827270507812500e+01 5.028787612915039062e+00 -2.912875175476074219e+00 1.047320327758789062e+02 9.676440429687500000e+01 1.072828369140625000e+02 9.644827270507812500e+01 5.028787612915039062e+00 -2.912875175476074219e+00
1.064260787963867188e+02 9.710497283935546875e+01 1.093891448974609375e+02 9.681245422363281250e+01 3.051083803176879883e+00 -4.667594432830810547e+00 1.064260787963867188e+02 9.710497283935546875e+01 1.093891448974609375e+02 9.681245422363281250e+01 3.051083803176879883e+00 -4.667594432830810547e+00
1.124788360595703125e+02 9.606578063964843750e+01 1.095843582153320312e+02 9.673123168945312500e+01 3.957871913909912109e+00 -6.960328102111816406e+00 1.124788360595703125e+02 9.606578063964843750e+01 1.095843582153320312e+02 9.673123168945312500e+01 3.957871913909912109e+00 -6.960328102111816406e+00
1.037399291992187500e+02 9.615549468994140625e+01 1.044074401855468750e+02 9.685791015625000000e+01 2.761548757553100586e+00 -3.284935712814331055e+00 1.037399291992187500e+02 9.615549468994140625e+01 1.044074401855468750e+02 9.685791015625000000e+01 2.761548757553100586e+00 -3.284935712814331055e+00
1.061816101074218750e+02 9.589733123779296875e+01 1.061443023681640625e+02 9.662618255615234375e+01 4.426430702209472656e+00 -3.250549793243408203e+00 1.061816101074218750e+02 9.589733123779296875e+01 1.061443023681640625e+02 9.662618255615234375e+01 4.426430702209472656e+00 -3.250549793243408203e+00
1.081062164306640625e+02 9.660528564453125000e+01 1.043919143676757812e+02 9.641958618164062500e+01 3.171541452407836914e+00 -3.081648826599121094e+00 1.081062164306640625e+02 9.660528564453125000e+01 1.043919143676757812e+02 9.641958618164062500e+01 3.171541452407836914e+00 -3.081648826599121094e+00
1.058798141479492188e+02 9.687197875976562500e+01 1.062777328491210938e+02 9.650079345703125000e+01 4.782131195068359375e+00 -3.035063982009887695e+00 1.058798141479492188e+02 9.687197875976562500e+01 1.062777328491210938e+02 9.650079345703125000e+01 4.782131195068359375e+00 -3.035063982009887695e+00
1.087633209228515625e+02 9.618460845947265625e+01 1.073239974975585938e+02 9.614114379882812500e+01 4.309393882751464844e+00 -3.910817146301269531e+00 1.087633209228515625e+02 9.618460845947265625e+01 1.073239974975585938e+02 9.614114379882812500e+01 4.309393882751464844e+00 -3.910817146301269531e+00
1.084410476684570312e+02 9.630404663085937500e+01 1.091555938720703125e+02 9.672985839843750000e+01 3.684212207794189453e+00 -5.360540866851806641e+00 1.084410476684570312e+02 9.630404663085937500e+01 1.091555938720703125e+02 9.672985839843750000e+01 3.684212207794189453e+00 -5.360540866851806641e+00
1.085044021606445312e+02 9.640803527832031250e+01 1.051639404296875000e+02 9.651770782470703125e+01 3.442582130432128906e+00 -2.954173564910888672e+00 1.085044021606445312e+02 9.640803527832031250e+01 1.051639404296875000e+02 9.651770782470703125e+01 3.442582130432128906e+00 -2.954173564910888672e+00
1.073563003540039062e+02 9.686764526367187500e+01 1.104379730224609375e+02 9.622468566894531250e+01 3.776834011077880859e+00 -5.548011302947998047e+00 1.073563003540039062e+02 9.686764526367187500e+01 1.104379730224609375e+02 9.622468566894531250e+01 3.776834011077880859e+00 -5.548011302947998047e+00
1.063088531494140625e+02 9.623421478271484375e+01 1.114238815307617188e+02 9.631584930419921875e+01 4.090639591217041016e+00 -5.304151535034179688e+00 1.063088531494140625e+02 9.623421478271484375e+01 1.114238815307617188e+02 9.631584930419921875e+01 4.090639591217041016e+00 -5.304151535034179688e+00
1.047609634399414062e+02 9.674285888671875000e+01 1.046739120483398438e+02 9.664942932128906250e+01 4.260538578033447266e+00 -2.766340732574462891e+00 1.047609634399414062e+02 9.674285888671875000e+01 1.046739120483398438e+02 9.664942932128906250e+01 4.260538578033447266e+00 -2.766340732574462891e+00
1.078465728759765625e+02 9.632009887695312500e+01 1.057811660766601562e+02 9.662296295166015625e+01 4.395154953002929688e+00 -4.237120628356933594e+00 1.078465728759765625e+02 9.632009887695312500e+01 1.057811660766601562e+02 9.662296295166015625e+01 4.395154953002929688e+00 -4.237120628356933594e+00
1.064812545776367188e+02 9.680565643310546875e+01 1.060546112060546875e+02 9.694083404541015625e+01 3.198860645294189453e+00 -2.892392158508300781e+00 1.064812545776367188e+02 9.680565643310546875e+01 1.060546112060546875e+02 9.694083404541015625e+01 3.198860645294189453e+00 -2.892392158508300781e+00
1.043445205688476562e+02 9.653480529785156250e+01 1.049913864135742188e+02 9.620599365234375000e+01 3.265590190887451172e+00 -2.985743284225463867e+00 1.043445205688476562e+02 9.653480529785156250e+01 1.049913864135742188e+02 9.620599365234375000e+01 3.265590190887451172e+00 -2.985743284225463867e+00
1.056692047119140625e+02 9.656213378906250000e+01 1.065389862060546875e+02 9.644938659667968750e+01 4.116438388824462891e+00 -5.065558910369873047e+00 1.056692047119140625e+02 9.656213378906250000e+01 1.065389862060546875e+02 9.644938659667968750e+01 4.116438388824462891e+00 -5.065558910369873047e+00
1.110461044311523438e+02 9.540144348144531250e+01 1.088477401733398438e+02 9.566957855224609375e+01 4.256935119628906250e+00 -4.572231292724609375e+00 1.110461044311523438e+02 9.540144348144531250e+01 1.088477401733398438e+02 9.566957855224609375e+01 4.256935119628906250e+00 -4.572231292724609375e+00
1.099484786987304688e+02 9.636724090576171875e+01 1.039950714111328125e+02 9.700848388671875000e+01 2.805077791213989258e+00 -3.275550842285156250e+00 1.099484786987304688e+02 9.636724090576171875e+01 1.039950714111328125e+02 9.700848388671875000e+01 2.805077791213989258e+00 -3.275550842285156250e+00
1.099578704833984375e+02 9.584713745117187500e+01 1.050199127197265625e+02 9.612634277343750000e+01 3.637985467910766602e+00 -4.326142787933349609e+00 1.099578704833984375e+02 9.584713745117187500e+01 1.050199127197265625e+02 9.612634277343750000e+01 3.637985467910766602e+00 -4.326142787933349609e+00
1.090215377807617188e+02 9.658862304687500000e+01 1.173105392456054688e+02 9.625908660888671875e+01 5.631013870239257812e+00 -5.527665138244628906e+00 1.090215377807617188e+02 9.658862304687500000e+01 1.173105392456054688e+02 9.625908660888671875e+01 5.631013870239257812e+00 -5.527665138244628906e+00
1.058537673950195312e+02 9.707984924316406250e+01 1.041053161621093750e+02 9.738615417480468750e+01 3.439739704132080078e+00 -2.519550085067749023e+00 1.058537673950195312e+02 9.707984924316406250e+01 1.041053161621093750e+02 9.738615417480468750e+01 3.439739704132080078e+00 -2.519550085067749023e+00
1.080101013183593750e+02 9.674489593505859375e+01 1.061695709228515625e+02 9.625778961181640625e+01 4.200420379638671875e+00 -3.436622858047485352e+00 1.080101013183593750e+02 9.674489593505859375e+01 1.061695709228515625e+02 9.625778961181640625e+01 4.200420379638671875e+00 -3.436622858047485352e+00
1.121535339355468750e+02 9.648302459716796875e+01 1.117508392333984375e+02 9.643904876708984375e+01 5.709892749786376953e+00 -4.770911693572998047e+00 1.121535339355468750e+02 9.648302459716796875e+01 1.117508392333984375e+02 9.643904876708984375e+01 5.709892749786376953e+00 -4.770911693572998047e+00
1.056484069824218750e+02 9.593909454345703125e+01 1.119572525024414062e+02 9.574678802490234375e+01 5.076658248901367188e+00 -4.911986827850341797e+00 1.056484069824218750e+02 9.593909454345703125e+01 1.119572525024414062e+02 9.574678802490234375e+01 5.076658248901367188e+00 -4.911986827850341797e+00
1.079497451782226562e+02 9.687983703613281250e+01 1.074635848999023438e+02 9.678072357177734375e+01 3.101558446884155273e+00 -5.367910861968994141e+00 1.079497451782226562e+02 9.687983703613281250e+01 1.074635848999023438e+02 9.678072357177734375e+01 3.101558446884155273e+00 -5.367910861968994141e+00
1.042338180541992188e+02 9.713603973388671875e+01 1.059918823242187500e+02 9.684767150878906250e+01 3.234899044036865234e+00 -3.707475900650024414e+00 1.042338180541992188e+02 9.713603973388671875e+01 1.059918823242187500e+02 9.684767150878906250e+01 3.234899044036865234e+00 -3.707475900650024414e+00
1.069905090332031250e+02 9.600677490234375000e+01 1.148618316650390625e+02 9.548548126220703125e+01 5.442761898040771484e+00 -5.519143104553222656e+00 1.069905090332031250e+02 9.600677490234375000e+01 1.148618316650390625e+02 9.548548126220703125e+01 5.442761898040771484e+00 -5.519143104553222656e+00
1.143859863281250000e+02 9.593975830078125000e+01 1.053420028686523438e+02 9.663302612304687500e+01 3.675067663192749023e+00 -4.076492309570312500e+00 1.143859863281250000e+02 9.593975830078125000e+01 1.053420028686523438e+02 9.663302612304687500e+01 3.675067663192749023e+00 -4.076492309570312500e+00
1.053598098754882812e+02 9.688803863525390625e+01 1.044108276367187500e+02 9.696145629882812500e+01 4.401682376861572266e+00 -2.958605766296386719e+00 1.053598098754882812e+02 9.688803863525390625e+01 1.044108276367187500e+02 9.696145629882812500e+01 4.401682376861572266e+00 -2.958605766296386719e+00
1.043715057373046875e+02 9.744953155517578125e+01 1.048956680297851562e+02 9.732524871826171875e+01 3.424738407135009766e+00 -2.899297475814819336e+00 1.043715057373046875e+02 9.744953155517578125e+01 1.048956680297851562e+02 9.732524871826171875e+01 3.424738407135009766e+00 -2.899297475814819336e+00
1.049794082641601562e+02 9.638162231445312500e+01 1.074534301757812500e+02 9.612625885009765625e+01 4.373809814453125000e+00 -4.042747974395751953e+00 1.049794082641601562e+02 9.638162231445312500e+01 1.074534301757812500e+02 9.612625885009765625e+01 4.373809814453125000e+00 -4.042747974395751953e+00
